Relative_Compactness,Surface_Area,Wall_Area,Roof_Area,Overall_Height,Orientation,Glazing_Area,Glazing_Area_Distribution,Heating_Load,Cooling_Load
0.9,563.5,318.5,122.5,7.0,3,0.1,3,28.835,28.22
0.79,637.0,343.0,147.0,7.0,2,0.1,4,40.962,39.22
0.79,637.0,343.0,147.0,7.0,5,0.1,5,35.275,42.31
0.86,588.0,294.0,147.0,7.0,2,0.25,2,25.843,26.51
0.82,612.5,318.5,147.0,7.0,2,0.1,3,23.6,28.57
0.98,514.5,294.0,110.25,7.0,5,0.1,2,32.711,30.06
0.82,612.5,318.5,147.0,7.0,2,0.1,2,34.672,28.77
0.79,637.0,343.0,147.0,7.0,2,0.25,1,42.188,45.06
0.64,784.0,343.0,220.5,3.5,2,0.4,4,15.536,19.71
0.79,637.0,343.0,147.0,7.0,2,0.4,5,39.147,41.68
0.69,735.0,294.0,220.5,3.5,3,0.1,2,12.362,15.19
0.82,612.5,318.5,147.0,7.0,4,0.25,3,34.681,29.63
0.76,661.5,416.5,122.5,7.0,3,0.1,5,39.152,39.14
0.86,588.0,294.0,147.0,7.0,4,0.25,3,26.977,27.69
0.69,735.0,294.0,220.5,3.5,5,0.4,2,11.556,14.89
0.79,637.0,343.0,147.0,7.0,3,0.4,5,38.5,41.57
0.66,759.5,318.5,220.5,3.5,2,0.1,2,13.094,12.6
0.69,735.0,294.0,220.5,3.5,4,0.4,1,12.088,15.61
0.76,661.5,416.5,122.5,7.0,3,0.1,5,33.178,39.7
0.9,563.5,318.5,122.5,7.0,2,0.1,4,28.237,30.54
0.98,563.5,294.0,147.0,7.0,4,0.25,5,24.538,37.2
0.82,612.5,318.5,147.0,7.0,4,0.25,4,28.258,34.11
0.74,686.0,245.0,220.5,3.5,4,0.4,5,10.398,16.91
0.69,735.0,294.0,220.5,3.5,4,0.25,2,14.692,15.79
0.82,612.5,318.5,147.0,7.0,5,0.4,5,22.899,28.32
0.64,784.0,343.0,220.5,3.5,2,0.25,1,18.604,19.33
0.98,514.5,294.0,110.25,7.0,3,0.25,5,28.638,30.06
0.86,588.0,294.0,147.0,7.0,2,0.1,4,32.636,32.9
0.74,686.0,245.0,220.5,3.5,5,0.25,5,14.267,15.19
0.76,661.5,416.5,122.5,7.0,3,0.4,3,35.91,39.21
0.64,784.0,343.0,220.5,3.5,2,0.25,1,15.365,20.77
0.82,612.5,318.5,147.0,7.0,5,0.1,4,29.548,27.76
0.64,784.0,343.0,220.5,3.5,4,0.4,5,17.103,20.36
0.82,612.5,318.5,147.0,7.0,3,0.4,5,25.542,26.54
0.74,686.0,245.0,220.5,3.5,3,0.1,4,10.396,13.41
0.74,686.0,245.0,220.5,3.5,2,0.1,5,10.266,13.36
0.82,612.5,318.5,147.0,7.0,4,0.4,3,31.183,28.32
0.79,637.0,343.0,147.0,7.0,4,0.25,1,39.618,45.65
0.62,808.5,367.5,220.5,3.5,5,0.25,4,16.089,18.19
0.98,514.5,294.0,110.25,7.0,5,0.25,5,24.59,34.14
0.76,588.0,294.0,147.0,7.0,4,0.25,5,28.606,29.66
0.64,784.0,343.0,220.5,3.5,2,0.1,2,15.224,20.06
0.79,784.0,343.0,220.5,3.5,4,0.1,4,15.192,20.59
0.76,661.5,416.5,122.5,7.0,4,0.0,0,32.632,33.89
0.74,686.0,245.0,220.5,3.5,4,0.4,4,14.459,16.91
0.66,759.5,318.5,220.5,3.5,4,0.1,5,15.215,14.56
0.9,563.5,318.5,122.5,7.0,2,0.25,3,32.717,29.41
0.76,661.5,416.5,122.5,7.0,3,0.1,4,40.645,33.86
0.98,514.5,294.0,110.25,7.0,3,0.25,2,24.6,25.91
0.74,686.0,245.0,220.5,3.5,5,0.25,1,14.131,17.05
0.74,686.0,245.0,220.5,3.5,4,0.1,3,14.513,16.96
0.71,710.5,269.5,220.5,3.5,3,0.1,3,14.708,17.66
0.76,661.5,416.5,122.5,7.0,5,0.4,4,35.727,37.19
0.82,612.5,318.5,147.0,7.0,5,0.4,2,32.78,27.73
0.9,686.0,245.0,122.5,7.0,2,0.4,4,28.297,37.04
0.82,612.5,318.5,147.0,7.0,2,0.1,2,23.988,27.39
0.66,759.5,318.5,220.5,3.5,3,0.1,3,11.59,13.66
0.69,735.0,294.0,220.5,3.5,4,0.4,2,12.355,15.13
0.74,686.0,245.0,220.5,3.5,5,0.4,4,13.154,17.32
0.66,759.5,318.5,220.5,3.5,3,0.25,5,15.298,17.7
0.62,808.5,367.5,220.5,3.5,2,0.25,5,14.362,16.65
0.86,588.0,294.0,147.0,7.0,3,0.1,3,29.447,28.67
0.62,808.5,367.5,220.5,3.5,2,0.1,5,12.995,17.18
0.62,808.5,367.5,220.5,3.5,2,0.25,2,14.647,16.18
0.64,784.0,343.0,220.5,3.5,5,0.1,5,15.227,19.25
0.79,637.0,343.0,147.0,7.0,3,0.25,3,37.788,44.8
0.98,514.5,294.0,110.25,7.0,4,0.25,2,28.593,37.97
0.76,661.5,416.5,122.5,7.0,3,0.1,1,39.081,29.87
0.71,710.5,269.5,220.5,3.5,4,0.4,3,12.362,17.46
0.82,612.5,318.5,147.0,7.0,4,0.1,4,22.941,28.87
0.66,759.5,318.5,220.5,3.5,5,0.25,2,7.028,12.08
0.71,710.5,269.5,220.5,3.5,4,0.4,5,12.353,15.0
0.76,661.5,416.5,122.5,7.0,3,0.1,4,40.452,40.02
0.76,661.5,416.5,122.5,7.0,2,0.25,3,38.262,37.4
0.74,735.0,294.0,220.5,3.5,4,0.25,1,14.54,14.88
0.86,588.0,294.0,147.0,7.0,4,0.1,5,32.346,30.86
0.69,735.0,294.0,220.5,3.5,3,0.4,3,11.183,16.7
0.66,686.0,318.5,220.5,3.5,5,0.25,5,11.638,16.1
0.64,784.0,343.0,220.5,3.5,5,0.4,2,15.525,20.94
0.82,612.5,318.5,147.0,7.0,4,0.25,2,25.846,37.26
0.69,735.0,294.0,220.5,3.5,4,0.4,4,12.882,15.85
0.69,735.0,294.0,220.5,3.5,3,0.4,4,14.695,16.91
0.66,759.5,318.5,220.5,3.5,2,0.4,4,15.295,16.38
0.71,710.5,269.5,220.5,3.5,2,0.0,0,6.444,11.82
0.71,710.5,269.5,220.5,3.5,4,0.1,3,10.691,17.15
0.71,710.5,343.0,220.5,3.5,2,0.1,1,10.727,16.69
0.62,808.5,367.5,220.5,3.5,3,0.4,2,12.956,15.2
0.76,661.5,416.5,122.5,7.0,3,0.1,2,28.497,39.35
0.71,710.5,269.5,220.5,3.5,2,0.4,4,12.235,14.2
0.79,637.0,343.0,147.0,7.0,2,0.1,4,38.234,42.52
0.82,612.5,318.5,147.0,7.0,2,0.1,2,28.856,28.49
0.98,514.5,294.0,110.25,7.0,2,0.1,2,32.286,25.96
0.74,686.0,245.0,220.5,3.5,2,0.4,5,14.288,14.71
0.71,710.5,269.5,220.5,3.5,4,0.4,2,12.408,14.25
0.69,735.0,294.0,220.5,3.5,5,0.25,2,10.899,14.72
0.82,637.0,343.0,147.0,7.0,3,0.25,5,28.302,30.1
0.76,661.5,416.5,122.5,7.0,3,0.1,3,36.861,35.71
0.69,735.0,294.0,220.5,3.5,5,0.25,5,10.883,15.24
0.62,808.5,367.5,220.5,3.5,5,0.1,5,12.737,14.37
0.71,710.5,269.5,220.5,3.5,3,0.25,5,12.402,14.19
0.98,514.5,294.0,110.25,7.0,2,0.1,2,24.585,30.26
0.62,808.5,367.5,220.5,3.5,5,0.1,2,13.011,15.42
0.74,686.0,245.0,220.5,3.5,5,0.4,4,14.536,17.29
0.71,710.5,269.5,220.5,3.5,3,0.25,1,12.297,14.96
0.9,563.5,318.5,122.5,7.0,2,0.1,1,28.877,32.11
0.98,514.5,294.0,110.25,7.0,2,0.25,3,28.046,31.84
0.98,514.5,294.0,110.25,7.0,3,0.4,4,28.24,29.68
0.9,563.5,318.5,122.5,7.0,4,0.4,4,32.979,32.64
0.98,514.5,294.0,110.25,7.0,2,0.25,2,28.756,30.58
0.74,686.0,245.0,220.5,3.5,4,0.4,3,14.497,11.87
0.9,563.5,318.5,122.5,7.0,2,0.25,4,25.798,29.97
0.82,612.5,318.5,147.0,7.0,4,0.4,5,29.686,29.19
0.9,563.5,318.5,122.5,7.0,5,0.4,4,29.133,29.38
0.62,808.5,367.5,220.5,3.5,5,0.1,1,12.754,14.39
0.98,612.5,318.5,147.0,7.0,4,0.4,4,25.816,28.82
0.98,514.5,294.0,110.25,7.0,4,0.25,4,24.198,30.32
0.66,759.5,318.5,220.5,3.5,5,0.25,1,11.387,12.09
0.79,637.0,343.0,147.0,7.0,2,0.1,3,22.965,37.58
0.74,686.0,245.0,220.5,3.5,5,0.1,1,14.454,13.57
0.82,612.5,318.5,147.0,7.0,2,0.1,1,23.088,30.04
0.98,514.5,294.0,110.25,7.0,3,0.25,2,32.551,33.1
0.9,710.5,269.5,122.5,7.0,2,0.1,4,32.322,29.45
0.74,686.0,245.0,220.5,3.5,5,0.1,3,10.373,13.43
0.69,735.0,294.0,220.5,3.5,2,0.4,3,14.092,17.15
0.69,735.0,294.0,220.5,3.5,2,0.1,5,12.475,14.45
0.64,784.0,343.0,220.5,3.5,4,0.25,2,17.659,20.43
0.69,735.0,294.0,220.5,3.5,2,0.1,3,14.199,14.79
0.82,612.5,318.5,147.0,7.0,4,0.25,2,23.845,28.91
0.74,686.0,245.0,220.5,3.5,2,0.4,2,10.217,16.64
0.79,637.0,343.0,147.0,7.0,4,0.1,4,38.497,45.02
0.62,808.5,367.5,220.5,3.5,4,0.1,3,14.674,16.93
0.74,686.0,245.0,220.5,3.5,4,0.4,3,11.754,13.45
0.82,612.5,318.5,147.0,7.0,4,0.4,1,25.837,31.16
0.82,612.5,318.5,147.0,7.0,2,0.25,4,25.388,27.37
0.71,710.5,269.5,220.5,3.5,4,0.1,1,10.782,14.16
0.79,637.0,343.0,147.0,7.0,5,0.25,1,17.055,45.63
0.71,710.5,269.5,220.5,3.5,2,0.1,3,12.145,14.47
0.62,808.5,367.5,220.5,3.5,3,0.0,0,12.675,13.02
0.69,735.0,294.0,220.5,3.5,2,0.4,4,12.129,18.98
0.79,637.0,343.0,147.0,7.0,5,0.25,5,39.968,44.71
0.71,710.5,269.5,220.5,3.5,4,0.4,3,10.738,14.26
0.82,637.0,318.5,147.0,7.0,2,0.1,1,35.721,41.86
0.64,784.0,343.0,220.5,3.5,2,0.1,2,15.172,19.34
0.86,588.0,294.0,147.0,7.0,2,0.25,5,29.581,42.83
0.82,612.5,318.5,147.0,7.0,2,0.25,3,23.454,34.58
0.62,808.5,367.5,220.5,3.5,5,0.1,3,13.01,16.99
0.71,710.5,269.5,220.5,3.5,2,0.25,2,14.41,16.69
0.79,637.0,343.0,147.0,7.0,2,0.4,2,37.003,36.73
0.86,588.0,294.0,147.0,7.0,3,0.25,4,26.7,28.63
0.98,514.5,294.0,110.25,7.0,3,0.1,5,28.215,30.25
0.79,637.0,343.0,147.0,7.0,2,0.4,2,37.463,36.25
0.9,563.5,318.5,122.5,7.0,4,0.4,1,33.097,40.87
0.66,759.5,318.5,220.5,3.5,2,0.1,4,15.547,13.74
0.98,514.5,294.0,110.25,7.0,4,0.1,3,28.561,26.46
0.69,735.0,294.0,220.5,3.5,2,0.1,1,11.202,14.73
0.66,759.5,318.5,220.5,3.5,2,0.4,2,14.767,17.82
0.71,710.5,269.5,220.5,3.5,5,0.4,4,10.796,15.43
0.69,735.0,294.0,220.5,3.5,3,0.25,3,14.084,14.93
0.74,686.0,245.0,220.5,3.5,3,0.1,3,14.497,15.05
0.86,588.0,294.0,147.0,7.0,5,0.1,5,32.394,30.08
0.66,759.5,318.5,220.5,3.5,3,0.4,2,15.314,14.71
0.62,808.5,367.5,220.5,3.5,2,0.25,3,14.6,14.39
0.79,588.0,245.0,147.0,7.0,3,0.25,3,29.396,45.22
0.76,661.5,416.5,122.5,7.0,3,0.1,4,38.893,14.4
0.82,612.5,318.5,147.0,7.0,4,0.4,3,23.399,28.76
0.69,735.0,294.0,220.5,3.5,2,0.25,1,8.302,16.93
0.86,588.0,294.0,147.0,7.0,2,0.1,1,31.8,34.18
0.82,612.5,318.5,147.0,7.0,2,0.25,1,25.459,34.56
0.71,710.5,269.5,220.5,3.5,5,0.25,2,10.483,13.81
0.79,637.0,343.0,147.0,7.0,3,0.25,2,39.989,37.23
0.82,612.5,318.5,147.0,7.0,4,0.25,2,24.114,31.6
0.64,784.0,343.0,220.5,3.5,3,0.4,1,15.16,20.05
0.98,514.5,294.0,110.25,7.0,3,0.4,4,32.662,33.62
0.74,686.0,245.0,220.5,3.5,5,0.4,5,14.498,16.92
0.79,710.5,343.0,220.5,3.5,2,0.1,2,15.356,14.83
0.69,735.0,294.0,220.5,3.5,4,0.25,3,16.576,16.78
0.79,637.0,343.0,147.0,7.0,4,0.1,3,41.943,33.88
0.74,686.0,245.0,220.5,3.5,2,0.25,3,14.107,17.14
0.64,784.0,343.0,220.5,3.5,3,0.1,4,16.909,20.0
0.9,563.5,318.5,122.5,7.0,5,0.4,3,29.105,29.95
0.71,710.5,269.5,220.5,3.5,2,0.4,5,14.132,16.96
0.86,808.5,367.5,220.5,3.5,4,0.1,5,14.607,15.41
0.69,735.0,294.0,220.5,3.5,5,0.1,2,12.982,14.42
0.74,686.0,245.0,220.5,3.5,2,0.1,3,10.42,13.73
0.82,612.5,318.5,147.0,7.0,5,0.4,1,35.171,27.11
0.98,514.5,294.0,110.25,7.0,2,0.4,2,24.294,26.54
0.64,784.0,343.0,220.5,3.5,5,0.1,4,15.194,22.09
0.64,784.0,343.0,220.5,3.5,2,0.25,2,15.365,19.5
0.76,661.5,416.5,122.5,7.0,2,0.1,1,34.834,37.47
0.64,784.0,343.0,220.5,3.5,2,0.1,5,17.974,20.43
0.9,563.5,318.5,122.5,7.0,5,0.25,4,32.374,36.95
0.69,735.0,294.0,220.5,3.5,4,0.25,3,12.689,15.47
0.74,686.0,245.0,220.5,3.5,3,0.4,5,14.506,14.76
0.69,735.0,294.0,220.5,3.5,4,0.4,4,14.602,17.15
0.9,563.5,318.5,122.5,7.0,3,0.1,3,29.635,35.99
0.71,710.5,269.5,220.5,3.5,4,0.1,4,10.588,14.75
0.9,563.5,318.5,122.5,7.0,2,0.25,2,32.983,30.05
0.71,710.5,269.5,220.5,3.5,4,0.1,2,14.69,13.68
0.82,612.5,318.5,147.0,7.0,2,0.4,2,23.71,29.15
0.98,514.5,294.0,110.25,7.0,5,0.25,5,28.635,33.12
0.76,661.5,416.5,122.5,7.0,2,0.1,5,40.221,37.44
0.9,563.5,318.5,122.5,7.0,4,0.0,0,6.424,25.49
0.71,710.5,269.5,220.5,3.5,4,0.4,2,12.448,14.93
0.98,514.5,294.0,110.25,7.0,4,0.25,1,32.711,24.89
0.66,759.5,318.5,220.5,3.5,4,0.1,1,11.674,14.8
0.62,808.5,367.5,220.5,3.5,5,0.25,2,7.833,15.37
0.76,784.0,343.0,122.5,3.5,4,0.1,4,33.072,20.95
0.66,759.5,318.5,220.5,3.5,5,0.25,1,11.582,17.78
0.64,784.0,343.0,220.5,3.5,4,0.1,4,15.193,19.4
0.71,710.5,269.5,220.5,3.5,5,0.4,4,12.203,17.44
0.82,612.5,318.5,147.0,7.0,2,0.4,4,24.129,27.7
0.74,686.0,245.0,220.5,3.5,2,0.25,3,14.393,14.59
0.82,612.5,318.5,147.0,7.0,5,0.1,4,23.632,28.72
0.74,686.0,245.0,220.5,3.5,2,0.1,5,14.43,13.63
0.82,612.5,318.5,147.0,7.0,5,0.25,1,41.303,24.78
0.69,735.0,294.0,220.5,3.5,4,0.1,5,11.159,13.44
0.86,588.0,294.0,147.0,7.0,5,0.25,1,25.659,25.14
0.74,686.0,245.0,220.5,3.5,4,0.1,3,10.363,13.39
0.62,808.5,367.5,220.5,3.5,5,0.4,5,14.283,16.64
0.69,735.0,294.0,220.5,3.5,2,0.4,2,11.197,15.61
0.76,661.5,416.5,122.5,7.0,5,0.1,2,33.056,41.12
0.98,514.5,294.0,110.25,7.0,2,0.25,5,24.572,25.91
0.9,563.5,318.5,122.5,7.0,5,0.25,1,25.553,27.8
0.69,735.0,294.0,220.5,3.5,5,0.1,5,14.29,19.31
0.9,563.5,318.5,122.5,7.0,4,0.4,3,34.032,32.44
0.62,808.5,367.5,220.5,3.5,5,0.1,5,14.566,14.55
0.82,612.5,318.5,147.0,7.0,3,0.25,5,25.519,29.0
0.64,784.0,343.0,220.5,3.5,2,0.25,3,16.608,20.31
0.79,563.5,318.5,122.5,7.0,3,0.4,4,40.478,44.02
0.82,612.5,318.5,147.0,7.0,2,0.1,5,28.972,31.31
0.9,563.5,318.5,122.5,7.0,4,0.25,4,32.408,36.93
0.9,661.5,416.5,122.5,7.0,4,0.25,3,32.351,40.84
0.98,514.5,294.0,110.25,7.0,3,0.4,2,32.6,26.15
0.82,612.5,318.5,147.0,7.0,3,0.4,2,23.844,27.63
0.69,686.0,294.0,220.5,3.5,5,0.1,2,14.715,16.14
0.82,612.5,318.5,147.0,7.0,4,0.4,5,25.871,26.08
0.9,563.5,318.5,122.5,7.0,2,0.1,5,35.042,37.04
0.82,612.5,318.5,147.0,7.0,5,0.25,2,25.065,27.47
0.66,759.5,318.5,220.5,3.5,5,0.4,5,11.524,14.83
0.69,735.0,294.0,220.5,3.5,4,0.25,4,12.035,14.46
0.66,759.5,318.5,220.5,3.5,2,0.4,3,14.887,17.75
0.76,661.5,416.5,122.5,7.0,2,0.4,3,33.01,34.3
0.98,514.5,294.0,110.25,7.0,3,0.25,1,28.355,32.89
0.74,686.0,245.0,220.5,3.5,5,0.4,3,14.301,15.13
0.98,514.5,294.0,110.25,7.0,5,0.25,4,32.739,33.01
0.66,759.5,318.5,220.5,3.5,4,0.25,2,14.813,16.1
0.64,784.0,343.0,220.5,3.5,2,0.1,2,15.209,20.29
0.79,637.0,343.0,147.0,7.0,3,0.4,5,41.266,42.32
0.62,808.5,367.5,220.5,3.5,4,0.25,5,17.083,14.65
0.71,710.5,269.5,220.5,3.5,5,0.25,5,12.26,15.8
0.66,759.5,318.5,220.5,3.5,3,0.25,5,15.214,14.52
0.86,588.0,294.0,147.0,7.0,2,0.4,5,29.535,28.47
0.86,588.0,294.0,147.0,7.0,4,0.25,2,29.86,36.96
0.69,735.0,294.0,220.5,3.5,4,0.1,2,11.031,16.9
0.71,710.5,269.5,220.5,3.5,2,0.25,4,12.335,14.29
0.74,686.0,245.0,220.5,3.5,2,0.25,3,12.131,14.68
0.9,563.5,318.5,122.5,7.0,4,0.25,5,35.826,34.73
0.64,784.0,343.0,220.5,3.5,5,0.1,2,18.98,16.71
0.82,661.5,416.5,122.5,7.0,4,0.4,4,35.996,35.1
0.71,710.5,269.5,220.5,3.5,4,0.25,1,12.258,14.83
0.74,686.0,245.0,220.5,3.5,4,0.4,4,14.49,17.29
0.82,612.5,318.5,147.0,7.0,4,0.1,5,29.514,27.82
0.71,784.0,367.5,220.5,3.5,4,0.1,3,13.95,14.68
0.69,735.0,294.0,220.5,3.5,5,0.1,5,14.476,16.98
0.79,637.0,343.0,147.0,7.0,5,0.4,3,37.175,36.87
0.9,514.5,294.0,110.25,7.0,3,0.25,1,32.253,33.04
0.98,514.5,294.0,110.25,7.0,4,0.25,4,28.248,30.04
0.79,637.0,343.0,147.0,7.0,2,0.1,5,42.133,39.04
0.86,588.0,294.0,147.0,7.0,3,0.0,0,28.059,34.66
0.71,735.0,294.0,220.5,3.5,4,0.1,3,11.636,15.37
0.82,612.5,318.5,147.0,7.0,4,0.25,3,32.106,27.53
0.64,784.0,343.0,220.5,3.5,3,0.0,0,21.79,16.7
0.74,686.0,245.0,220.5,3.5,3,0.25,4,14.526,17.05
0.64,784.0,343.0,220.5,3.5,2,0.4,2,17.031,20.67
0.98,514.5,294.0,110.25,7.0,2,0.1,1,28.81,26.05
0.76,661.5,416.5,122.5,7.0,5,0.25,2,36.805,37.23
0.64,735.0,343.0,220.5,3.5,3,0.25,5,15.188,20.84
0.64,784.0,343.0,220.5,3.5,2,0.1,1,15.204,20.82
0.86,588.0,294.0,147.0,7.0,2,0.4,2,31.674,36.23
0.66,759.5,318.5,220.5,3.5,2,0.4,4,11.412,16.0
0.71,710.5,269.5,220.5,3.5,3,0.4,3,10.702,14.08
0.98,514.5,294.0,110.25,7.0,4,0.25,1,28.096,25.33
0.64,784.0,343.0,220.5,3.5,5,0.25,3,16.638,20.66
0.71,710.5,269.5,220.5,3.5,4,0.25,4,12.456,14.26
0.69,735.0,294.0,220.5,3.5,3,0.1,5,14.113,13.81
0.66,759.5,318.5,220.5,3.5,4,0.4,5,14.876,17.68
0.76,661.5,416.5,122.5,7.0,2,0.1,4,32.327,33.89
0.69,735.0,294.0,220.5,3.5,3,0.25,1,12.967,16.15
0.79,637.0,343.0,147.0,7.0,4,0.1,5,41.454,42.83
0.64,784.0,343.0,220.5,3.5,3,0.4,4,15.505,22.74
0.71,710.5,269.5,220.5,3.5,2,0.4,2,14.464,17.02
0.86,588.0,294.0,147.0,7.0,2,0.25,3,26.347,27.18
0.69,735.0,294.0,220.5,3.5,2,0.25,5,14.453,15.36
0.74,514.5,294.0,110.25,3.5,5,0.25,5,14.609,17.88
0.71,710.5,269.5,220.5,3.5,2,0.25,4,12.294,16.1
0.66,759.5,318.5,220.5,3.5,5,0.25,2,11.648,16.03
0.82,612.5,318.5,147.0,7.0,4,0.1,5,24.056,27.11
0.74,686.0,245.0,220.5,3.5,3,0.25,5,14.493,13.52
0.64,784.0,343.0,220.5,3.5,2,0.4,4,18.702,19.28
0.9,563.5,318.5,122.5,7.0,4,0.1,4,23.96,39.7
0.86,588.0,294.0,147.0,7.0,3,0.25,2,31.728,36.31
0.71,710.5,269.5,220.5,3.5,5,0.0,0,6.448,11.92
0.9,563.5,318.5,122.5,7.0,2,0.4,1,35.569,35.03
0.76,661.5,416.5,122.5,7.0,2,0.1,1,33.237,39.65
0.82,612.5,318.5,147.0,7.0,3,0.4,2,22.872,26.89
0.86,588.0,294.0,147.0,7.0,3,0.1,2,31.915,32.05
0.69,735.0,294.0,220.5,3.5,2,0.1,3,11.523,16.9
0.9,563.5,318.5,122.5,7.0,5,0.1,5,28.871,34.72
0.69,735.0,294.0,220.5,3.5,4,0.25,1,11.018,16.72
0.71,710.5,269.5,220.5,3.5,3,0.4,2,16.675,15.98
0.98,514.5,294.0,110.25,7.0,5,0.1,1,24.469,26.27
0.71,710.5,269.5,220.5,3.5,4,0.1,1,10.828,14.95
0.66,759.5,318.5,220.5,3.5,5,0.1,4,11.433,14.26
0.79,637.0,343.0,147.0,7.0,2,0.25,3,38.725,45.27
0.66,759.5,318.5,220.5,3.5,2,0.1,3,11.458,17.94
0.86,588.0,294.0,147.0,7.0,3,0.4,4,31.706,28.42
0.79,637.0,343.0,147.0,7.0,2,0.25,3,38.115,39.23
0.79,637.0,343.0,147.0,7.0,2,0.1,5,42.048,45.89
0.62,808.5,367.5,220.5,3.5,3,0.25,4,18.023,17.26
0.98,514.5,294.0,110.25,7.0,4,0.1,2,32.816,30.03
0.71,710.5,269.5,220.5,3.5,4,0.4,3,14.504,17.03
0.74,686.0,245.0,220.5,3.5,3,0.4,3,14.526,13.95
0.69,735.0,294.0,220.5,3.5,2,0.25,5,11.193,17.87
0.64,784.0,343.0,220.5,3.5,4,0.4,5,15.162,20.17
0.64,784.0,343.0,220.5,3.5,2,0.25,2,15.523,19.91
0.66,759.5,318.5,220.5,3.5,3,0.4,2,15.201,13.83
0.9,563.5,318.5,122.5,7.0,4,0.1,4,28.245,34.29
0.69,735.0,294.0,220.5,3.5,5,0.1,2,14.241,14.97
0.64,784.0,343.0,220.5,3.5,5,0.25,5,15.222,19.71
0.98,514.5,294.0,110.25,7.0,3,0.4,5,31.896,33.72
0.76,661.5,416.5,122.5,7.0,4,0.1,3,29.865,41.22
0.69,735.0,294.0,220.5,3.5,2,0.25,1,14.306,14.57
0.98,514.5,294.0,110.25,7.0,4,0.4,1,28.385,29.99
0.98,514.5,294.0,110.25,7.0,2,0.1,0,28.335,29.52
0.79,637.0,343.0,147.0,7.0,3,0.4,1,38.564,45.38
0.82,612.5,318.5,147.0,7.0,4,0.1,5,22.873,29.01
0.71,710.5,269.5,220.5,3.5,4,0.0,0,14.328,12.47
0.64,784.0,343.0,220.5,3.5,5,0.1,4,16.874,20.46
0.9,563.5,318.5,122.5,7.0,4,0.1,3,33.215,29.63
0.9,563.5,245.0,122.5,7.0,5,0.1,4,32.577,29.61
0.9,563.5,318.5,122.5,7.0,3,0.25,3,29.821,29.45
0.64,784.0,343.0,220.5,3.5,5,0.25,1,17.929,20.61
0.86,588.0,294.0,147.0,7.0,5,0.4,2,31.729,31.54
0.9,563.5,318.5,122.5,7.0,4,0.1,2,29.058,29.94
0.76,661.5,416.5,122.5,7.0,4,0.25,1,36.575,35.05
0.9,563.5,318.5,122.5,7.0,3,0.25,2,29.698,36.4
0.86,588.0,294.0,147.0,7.0,5,0.1,2,26.077,26.64
0.74,686.0,245.0,220.5,3.5,5,0.25,2,14.318,14.72
0.74,686.0,245.0,220.5,3.5,4,0.25,5,10.366,16.61
0.64,784.0,343.0,220.5,3.5,5,0.1,1,15.179,16.7
0.66,759.5,318.5,220.5,3.5,2,0.1,2,14.749,16.08
0.69,735.0,294.0,220.5,3.5,5,0.1,2,12.883,14.45
0.69,735.0,294.0,220.5,3.5,5,0.1,2,14.473,16.92
0.62,808.5,367.5,220.5,3.5,5,0.25,2,12.755,14.98
0.71,710.5,269.5,220.5,3.5,3,0.1,1,10.751,13.69
0.86,588.0,294.0,147.0,7.0,5,0.25,2,29.757,30.06
0.76,661.5,416.5,122.5,7.0,3,0.1,3,35.233,34.24
0.82,612.5,318.5,147.0,7.0,4,0.1,3,23.093,28.41
0.86,588.0,294.0,147.0,7.0,2,0.4,5,31.714,30.12
0.98,514.5,294.0,110.25,7.0,3,0.4,2,28.813,30.35
0.82,612.5,318.5,147.0,7.0,5,0.25,1,38.092,36.33
0.98,514.5,294.0,110.25,7.0,2,0.1,5,24.419,25.91
0.62,808.5,367.5,220.5,3.5,4,0.1,1,16.901,17.0
0.82,735.0,294.0,220.5,3.5,4,0.1,5,32.83,14.55
0.74,686.0,245.0,220.5,3.5,4,0.25,3,10.419,17.35
0.82,612.5,318.5,147.0,7.0,2,0.1,2,25.586,28.41
0.64,784.0,343.0,220.5,3.5,2,0.1,3,15.183,20.28
0.71,710.5,269.5,220.5,3.5,5,0.25,4,12.421,16.06
0.98,686.0,245.0,220.5,3.5,3,0.25,2,12.057,13.87
0.98,514.5,294.0,110.25,7.0,3,0.1,2,32.71,25.96
0.76,661.5,416.5,122.5,7.0,3,0.1,4,40.717,33.86
0.82,612.5,318.5,147.0,7.0,4,0.1,4,23.237,28.79
0.71,710.5,269.5,220.5,3.5,2,0.25,2,12.291,16.82
0.76,661.5,416.5,122.5,7.0,4,0.1,3,34.454,37.41
0.62,808.5,367.5,220.5,3.5,4,0.1,4,11.399,14.53
0.9,514.5,245.0,110.25,7.0,2,0.25,1,33.188,26.06
0.9,563.5,318.5,122.5,7.0,5,0.1,4,28.956,34.13
0.86,784.0,343.0,220.5,3.5,4,0.4,5,16.865,20.49
0.64,784.0,343.0,220.5,3.5,4,0.25,3,16.569,20.59
0.74,808.5,245.0,220.5,3.5,4,0.25,4,10.365,17.31
0.86,588.0,294.0,147.0,7.0,4,0.1,1,25.0,36.31
0.69,735.0,294.0,220.5,3.5,4,0.1,1,12.934,16.5
0.79,637.0,343.0,147.0,7.0,5,0.25,4,39.206,36.28
0.64,784.0,343.0,220.5,3.5,4,0.25,2,16.546,20.54
0.69,735.0,294.0,220.5,3.5,5,0.25,3,12.481,16.1
0.71,710.5,269.5,220.5,3.5,2,0.4,1,12.282,15.18
